CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DE,FB,00,FB,FB,00,FB,DD,00,DD
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DE,FC,00,FB,FB,00,FB,DD,00,DD
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FB,FB,00,FB,DD,00,DD
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CE,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DE,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DE,00,DD,FB,00,FB,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
CD,00,0E,EA,00,10,E8,00,10,CD,00,0E,00,00,DD,00,00,FD,00,00,FB,00,00,DD,01,D6,07,01,F3,08,02,F1,08,01,D5,07,DD,00,DD,FB,00,FA,FB,00,FA,DD,00,DC
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FB,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FB,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
00,00,DC,00,00,FB,00,00,F9,00,00,DC,00,00,DD,00,00,FD,00,00,FB,00,00,DD,00,00,DB,00,00,F9,00,00,F7,00,00,DB,00,00,DD,00,00,FA,00,00,FA,00,00,DD
